tick,simulation_time_s,w_pressed,a_pressed,d_pressed,shift_pressed,r_pressed,throttle,steer,brake,speed_mps,speed_kmh,speed_mph,heading_rad,heading_deg,location_x,location_y,location_z
4405,220.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4406,220.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4407,220.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4408,220.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4409,220.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4410,220.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4411,220.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4412,220.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4413,220.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4414,220.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4415,220.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4416,220.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4417,220.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4418,220.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4419,220.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4420,221.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4421,221.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4422,221.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4423,221.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4424,221.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4425,221.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4426,221.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4427,221.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4428,221.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4429,221.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4430,221.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4431,221.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4432,221.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4433,221.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4434,221.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4435,221.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4436,221.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4437,221.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4438,221.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4439,221.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4440,222.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4441,222.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4442,222.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4443,222.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4444,222.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4445,222.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4446,222.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4447,222.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4448,222.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4449,222.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4450,222.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4451,222.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4452,222.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4453,222.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4454,222.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4455,222.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4456,222.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4457,222.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4458,222.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4459,222.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4460,223.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4461,223.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4462,223.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4463,223.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4464,223.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4465,223.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4466,223.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4467,223.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4468,223.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4469,223.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4470,223.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4471,223.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4472,223.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4473,223.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4474,223.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4475,223.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4476,223.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4477,223.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4478,223.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4479,223.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4480,224.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4481,224.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4482,224.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4483,224.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4484,224.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4485,224.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4486,224.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4487,224.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4488,224.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4489,224.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4490,224.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4491,224.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4492,224.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4493,224.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4494,224.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4495,224.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4496,224.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4497,224.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4498,224.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4499,224.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4500,225.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4501,225.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4502,225.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4503,225.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4504,225.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4505,225.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4506,225.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4507,225.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4508,225.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4509,225.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4510,225.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4511,225.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4512,225.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4513,225.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4514,225.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4515,225.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4516,225.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4517,225.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4518,225.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4519,225.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4520,226.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4521,226.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4522,226.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4523,226.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4524,226.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4525,226.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4526,226.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4527,226.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4528,226.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4529,226.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4530,226.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4531,226.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4532,226.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4533,226.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4534,226.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4535,226.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4536,226.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4537,226.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4538,226.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4539,226.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4540,227.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4541,227.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4542,227.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4543,227.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4544,227.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4545,227.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4546,227.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4547,227.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4548,227.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4549,227.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4550,227.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4551,227.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4552,227.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4553,227.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4554,227.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4555,227.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4556,227.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4557,227.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4558,227.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4559,227.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4560,228.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4561,228.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4562,228.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4563,228.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4564,228.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4565,228.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4566,228.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4567,228.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4568,228.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4569,228.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4570,228.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4571,228.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4572,228.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4573,228.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4574,228.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4575,228.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4576,228.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4577,228.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4578,228.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4579,228.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4580,229.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4581,229.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4582,229.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4583,229.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4584,229.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4585,229.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4586,229.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4587,229.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4588,229.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4589,229.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4590,229.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4591,229.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4592,229.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4593,229.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4594,229.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4595,229.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4596,229.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4597,229.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4598,229.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4599,229.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4600,230.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4601,230.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4602,230.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4603,230.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4604,230.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4605,230.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4606,230.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4607,230.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4608,230.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4609,230.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4610,230.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4611,230.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4612,230.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4613,230.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4614,230.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4615,230.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4616,230.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4617,230.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4618,230.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4619,230.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4620,231.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
4621,231.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
