tick,simulation_time_s,w_pressed,a_pressed,d_pressed,shift_pressed,r_pressed,throttle,steer,brake,speed_mps,speed_kmh,speed_mph,heading_rad,heading_deg,location_x,location_y,location_z
14068,703.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14069,703.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14070,703.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14071,703.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14072,703.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14073,703.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14074,703.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14075,703.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14076,703.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14077,703.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14078,703.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14079,703.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14080,704.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14081,704.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14082,704.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14083,704.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14084,704.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14085,704.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14086,704.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14087,704.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14088,704.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14089,704.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14090,704.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14091,704.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14092,704.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14093,704.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14094,704.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14095,704.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14096,704.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14097,704.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14098,704.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14099,704.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14100,705.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14101,705.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14102,705.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14103,705.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14104,705.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14105,705.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14106,705.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14107,705.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14108,705.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14109,705.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14110,705.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14111,705.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14112,705.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14113,705.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14114,705.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14115,705.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14116,705.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14117,705.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14118,705.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14119,705.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14120,706.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14121,706.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14122,706.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14123,706.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14124,706.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14125,706.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14126,706.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14127,706.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14128,706.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14129,706.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14130,706.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14131,706.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14132,706.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14133,706.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14134,706.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14135,706.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14136,706.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14137,706.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14138,706.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14139,706.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14140,707.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14141,707.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14142,707.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14143,707.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14144,707.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14145,707.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14146,707.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14147,707.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14148,707.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14149,707.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14150,707.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14151,707.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14152,707.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14153,707.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14154,707.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14155,707.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14156,707.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14157,707.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14158,707.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14159,707.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14160,708.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14161,708.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14162,708.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14163,708.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14164,708.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14165,708.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14166,708.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14167,708.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14168,708.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14169,708.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14170,708.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14171,708.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14172,708.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14173,708.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14174,708.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14175,708.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14176,708.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14177,708.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14178,708.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14179,708.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14180,709.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14181,709.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14182,709.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14183,709.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14184,709.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14185,709.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14186,709.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14187,709.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14188,709.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14189,709.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14190,709.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14191,709.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14192,709.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14193,709.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14194,709.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14195,709.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14196,709.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14197,709.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14198,709.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14199,709.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14200,710.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14201,710.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14202,710.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14203,710.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14204,710.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14205,710.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14206,710.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14207,710.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14208,710.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14209,710.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14210,710.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14211,710.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14212,710.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14213,710.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14214,710.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14215,710.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14216,710.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14217,710.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14218,710.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14219,710.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14220,711.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14221,711.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14222,711.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14223,711.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14224,711.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14225,711.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14226,711.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14227,711.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14228,711.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14229,711.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14230,711.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14231,711.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14232,711.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14233,711.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14234,711.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14235,711.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14236,711.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14237,711.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14238,711.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14239,711.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14240,712.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14241,712.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14242,712.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14243,712.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14244,712.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14245,712.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14246,712.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14247,712.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14248,712.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14249,712.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14250,712.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14251,712.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14252,712.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14253,712.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14254,712.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14255,712.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14256,712.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14257,712.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14258,712.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14259,712.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14260,713.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14261,713.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14262,713.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14263,713.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14264,713.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14265,713.250,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14266,713.300,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14267,713.350,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14268,713.400,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14269,713.450,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14270,713.500,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14271,713.550,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14272,713.600,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14273,713.650,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14274,713.700,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14275,713.750,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14276,713.800,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14277,713.850,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14278,713.900,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14279,713.950,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14280,714.000,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14281,714.050,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14282,714.100,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14283,714.150,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
14284,714.200,0,0,0,0,0,0.000,0.0000,0.000,0.000,0.000,0.000,1.919860,110.000,-284.729,394.251,0.002
